"filename", "language", "Rust", "RISC-V Assembly", "LinkerScript", "Makefile", "TOML", "Docker", "Markdown", "comment", "blank", "total"
"/Users/zhaiqiming/i_can_own_os/rCore-Tutorial-v3/user/src/bin/forktest2.rs", "Rust", 28, 0, 0, 0, 0, 0, 0, 0, 5, 33
"/Users/zhaiqiming/i_can_own_os/rCore-Tutorial-v3/user/src/bin/forktest_simple.rs", "Rust", 23, 0, 0, 0, 0, 0, 0, 2, 3, 28
"/Users/zhaiqiming/i_can_own_os/rCore-Tutorial-v3/user/src/bin/forktree.rs", "Rust", 31, 0, 0, 0, 0, 0, 0, 0, 7, 38
"/Users/zhaiqiming/i_can_own_os/rCore-Tutorial-v3/user/src/bin/hello_world.rs", "Rust", 9, 0, 0, 0, 0, 0, 0, 0, 2, 11
"/Users/zhaiqiming/i_can_own_os/rCore-Tutorial-v3/user/src/bin/initproc.rs", "Rust", 31, 0, 0, 0, 0, 0, 0, 0, 3, 34
"/Users/zhaiqiming/i_can_own_os/rCore-Tutorial-v3/user/src/bin/matrix.rs", "Rust", 61, 0, 0, 0, 0, 0, 0, 0, 7, 68
"/Users/zhaiqiming/i_can_own_os/rCore-Tutorial-v3/user/src/bin/pipe_large_test.rs", "Rust", 52, 0, 0, 0, 0, 0, 0, 13, 4, 69
"/Users/zhaiqiming/i_can_own_os/rCore-Tutorial-v3/user/src/bin/pipetest.rs", "Rust", 31, 0, 0, 0, 0, 0, 0, 9, 4, 44
"/Users/zhaiqiming/i_can_own_os/rCore-Tutorial-v3/user/src/bin/run_pipe_test.rs", "Rust", 18, 0, 0, 0, 0, 0, 0, 0, 3, 21
"/Users/zhaiqiming/i_can_own_os/rCore-Tutorial-v3/user/src/bin/sleep.rs", "Rust", 26, 0, 0, 0, 0, 0, 0, 0, 4, 30
"/Users/zhaiqiming/i_can_own_os/rCore-Tutorial-v3/user/src/bin/sleep_simple.rs", "Rust", 16, 0, 0, 0, 0, 0, 0, 0, 3, 19
"/Users/zhaiqiming/i_can_own_os/rCore-Tutorial-v3/user/src/bin/stack_overflow.rs", "Rust", 14, 0, 0, 0, 0, 0, 0, 0, 3, 17
"/Users/zhaiqiming/i_can_own_os/rCore-Tutorial-v3/user/src/bin/user_shell.rs", "Rust", 124, 0, 0, 0, 0, 0, 0, 5, 9, 138
"/Users/zhaiqiming/i_can_own_os/rCore-Tutorial-v3/user/src/bin/usertests.rs", "Rust", 36, 0, 0, 0, 0, 0, 0, 0, 4, 40
"/Users/zhaiqiming/i_can_own_os/rCore-Tutorial-v3/user/src/bin/yield.rs", "Rust", 15, 0, 0, 0, 0, 0, 0, 0, 2, 17
"/Users/zhaiqiming/i_can_own_os/rCore-Tutorial-v3/user/src/console.rs", "Rust", 31, 0, 0, 0, 0, 0, 0, 0, 9, 40
"/Users/zhaiqiming/i_can_own_os/rCore-Tutorial-v3/user/src/lang_items.rs", "Rust", 11, 0, 0, 0, 0, 0, 0, 0, 1, 12
"/Users/zhaiqiming/i_can_own_os/rCore-Tutorial-v3/user/src/lib.rs", "Rust", 94, 0, 0, 0, 0, 0, 0, 2, 12, 108
"/Users/zhaiqiming/i_can_own_os/rCore-Tutorial-v3/user/src/linker.ld", "LinkerScript", 0, 0, 29, 0, 0, 0, 0, 0, 3, 32
"/Users/zhaiqiming/i_can_own_os/rCore-Tutorial-v3/user/src/syscall.rs", "Rust", 65, 0, 0, 0, 0, 0, 0, 0, 14, 79
"Total", "-", 4846, 88, 121, 99, 45, 31, 2, 475, 524, 6231
